,url,title,total_score,text,price
51,https://www.google.com/maps/search/?api=1&query=ROY%20Villa%20-%20Coffee&query_place_id=ChIJIdO1ZLgTcTERZ3L4SO3NWAI,roy villa - coffee,4.4,"Vô tình đi ngang qua và ghé vào quán. Điều thích nhất khi bước vào quán là không gian yên tĩnh, ngồi du dưa nghe những bản nhạc trịnh. Đồ uống ngon, giá lại phải chăng",$$
52,https://www.google.com/maps/search/?api=1&query=ROY%20Villa%20-%20Coffee&query_place_id=ChIJIdO1ZLgTcTERZ3L4SO3NWAI,roy villa - coffee,4.4,"Không gian rộng, cây hoa đẹp và thơ mộng, nhân viên nhiệt tình, món ăn nhanh và giá cả hợp lý. Trong khuôn viên có khu villa khá đẹp nhưng chưa có cơ hội trải nghiệm.",$$
53,https://www.google.com/maps/search/?api=1&query=ROY%20Villa%20-%20Coffee&query_place_id=ChIJIdO1ZLgTcTERZ3L4SO3NWAI,roy villa - coffee,4.4,"Quán nằm lọt thỏm giữ lòng thành phố Đà Lạt, đi ngang nếu không để ý sẽ bị bỏ qua, do có một villa Pháp cổ ngay trong sân che chăn hết khuôn viên trước của quán cà phê. Buổi tối hay sáng ghé quán đều thấy đẹp, buổi sáng thì quán rực rỡ trong nắng sớm với vô số loại hoa, buổi tối thì khuôn viên lung linh rực rỡ ánh đèn. Quán có một số hồ cá koi, ngồi thưởng thức trà hoặc cà phê, vừa thả hồn nhìn theo dòng cá đang bơi lội và dòng nhạc Trịnh êm ả thì quá tuyệt vời cho một buổi sáng cuối tuần. Quán còn có bán thức ăn sáng và trưa, giả cả vừa túi tiền của người Đà Lạt, nêm nếm dễ ăn, menu đa dạng. Phục vụ toàn là những bạn trẻ, lễ phép và thân thiện. Đây là một quán cà phê thích hợp cùng bạn bè đến ""checkin"" với những shot hình lung linh, hay đơn giản chỉ là thưởng thức cà phê giữa vườn hoa rực rỡ.",$$
54,https://www.google.com/maps/search/?api=1&query=Le%20J'%20cafe&query_place_id=ChIJJxprLIQTcTERofArpAanDL4,le j' cafe,4.8,"Đó là 1 không gian yên tĩnh vừa có thể làm việc hoặc đọc sách, cà phê rất ngon và đặc biệt! 51A Yersin, phường 10, Đà Lạt",1-100.000 ₫
55,https://www.google.com/maps/search/?api=1&query=Le%20J'%20cafe&query_place_id=ChIJJxprLIQTcTERofArpAanDL4,le j' cafe,4.8,Đó là một nơi tuyệt vời để uống một tách cà phê và lắng nghe nàng thơ với một ngày nắng. Nó rất rất lạnh chúng tôi đã đi đây. Cảm ơn bạn.,1-100.000 ₫
56,https://www.google.com/maps/search/?api=1&query=Le%20J'%20cafe&query_place_id=ChIJJxprLIQTcTERofArpAanDL4,le j' cafe,4.8,"Không gian nhỏ nhưng bù lại rất ấm cúng. Từ ngày được Đức pha cho 1 ly cà phê sữa, chẳng còn muốn đi đâu. Mỗi ngày, đều muốn ghé lại đây ngồi 1 chút.",1-100.000 ₫
57,https://www.google.com/maps/search/?api=1&query=Le%20J'%20cafe&query_place_id=ChIJJxprLIQTcTERofArpAanDL4,le j' cafe,4.8,"Đây, nơi mình dễ dàng thả lỏng người, trôi trong tiếng Nhạc, ngồi Đọc sách, nhìn Khói và uống cà phê từ bất kì nơi nào kể cả Yellow Bourbon Việt Nam. Hãy ngồi xuống và uống cà phê thôi.",1-100.000 ₫
58,https://www.google.com/maps/search/?api=1&query=Le%20J'%20cafe&query_place_id=ChIJJxprLIQTcTERofArpAanDL4,le j' cafe,4.8,"Đây là lần đầu tiên tôi đến đây nhưng tôi yêu không gian này bởi vì họ đang làm việc như một nơi địa phương, nơi tôi có thể nói chuyện với Đức - chủ sở hữu và nghiên cứu về trà và cà phê nguyên gốc. Họ rất thân thiện, đồ uống siêu tốt, âm nhạc và nhiều cuốn sách tuyệt vời.",1-100.000 ₫
59,https://www.google.com/maps/search/?api=1&query=MIRK&query_place_id=ChIJt-scMq8TcTERYYLtR05dF7k,mirk,4.7,"Quán mang vẻ rất đặc biệt và riêng biệt, nhiều cây xanh thoáng mát, nhân viên thân thiện và món Mirk Milky ở đây rất ngon nên thử",1-100.000 ₫
60,https://www.google.com/maps/search/?api=1&query=WEECAFE&query_place_id=ChIJ27Ct-icTcTERhjWXRTDxoe0,weecafe,4.9,"Không gian gần gũi, thân thiện.. Không vô trương không màu mè mọi thứ đều rất thật.. Thương chỗ này vô cùng",1-100.000 ₫
61,https://www.google.com/maps/search/?api=1&query=WEECAFE&query_place_id=ChIJ27Ct-icTcTERhjWXRTDxoe0,weecafe,4.9,"Cà phê là tốt, họ tự rang cà phê. Không gian nhỏ nhưng nó làm tôi cảm thấy như ở nhà. Nếu bạn có một chuyến đi đến Lat, bạn nên ghé thăm quán cà phê này.",1-100.000 ₫
62,https://www.google.com/maps/search/?api=1&query=Homuda%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%81%9F%E3%82%99&query_place_id=ChIJ847gcUkTcTERE128d2BLlpA,homuda ホームだ,4.6,"Mình là khách quen của Homuda, nhưng mỗi lần tới quán như là một lần mới, vẫn khu vườn Nhật Bản nên thơ ấy mà mỗi lần tới mình đều thấy mới mẻ, đều giữ một ấn tượng dạt dào như lần ghé trước và cả những lần trước đó nữa, như thể cảnh vật ở Homuda có một phép màu vừa bất biến vừa luân biến, vừa lưu giữ những cảm xúc cũ với những không gian cũ, nhưng vừa âm thầm luân chuyển nhịp nhàng theo thời gian, làm cảm xúc của mình thêm khác nhưng không rõ do đâu, như được nâng bổng hơn, có thêm nhiều cảm hứng hơn mỗi khi ghé Homuda. Và lòng mình cũng thấy nhẹ nhàng, bình yên hơn rất nhiều.. . Ở Homuda dạo này có thức uống Signature mới, rất ngon, mình đã thử qua nhưng chốt lại vẫn mê nhất món Houjacha Geisha, mình thích vị hoa hồng và sự lãng mạn nên mình yêu em thức uống này lắm lắm.. . Homuda còn có gác, ở trển không gian đúng chất lẩn khuất huyền bí và rất gout luôn, tuy không gian tối không phải là sở thích của mình nhưng mình vẫn hay lên đây ngắm nghía, với lại ngồi trên này nhìn xuống quang cãnh vườn ở dưới cũng rất đẹp nữa, vì mình là đứa thích vườn, thích cây cỏ và nắng gió mà.. . Mỗi lần mình có bạn ở xa tới Đà Lạt mình đều dẫn chúng nó tới Homuda hết trơn á, và nghe chúng nó khen cũng như thích trải nghiệm ở Homuda thì mình cũng vui lắm, vì mình vẫn luôn mong muốn dẫn bạn bè mình tới những quán đặc trưng và chất lượng nhất ở Đà Lạt ý.",1-100.000 ₫
63,https://www.google.com/maps/search/?api=1&query=S%20Coffee%20Roastery&query_place_id=ChIJzTYGMDoTcTER_P86xsmFeLg,s coffee roastery,4.8,"Giá cả phải chăng và ấm cúng, chuyên bán các loại cà phê specialty rang xay tại nhà và chia sẻ về cà phê",1-100.000 ₫
64,https://www.google.com/maps/search/?api=1&query=S%20Coffee%20Roastery&query_place_id=ChIJzTYGMDoTcTER_P86xsmFeLg,s coffee roastery,4.8,"Quán bán cafe, nước ép, không có ăn sáng, giá bình dân, cafe được làm từ nguồn cafe địa phương, gần trung tâm, có chỗ đậu xe oto.",1-100.000 ₫
65,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Không có từ nào có thể bày tỏ cảm xúc của tôi đối với nơi này. Cảm giác như ở nhà. ?? Các bạn nên thử tất cả các loại bánh ở đây vì người chủ quán cà phê này là một Baker. Cô ấy thực sự là một tài năng. Chỉ cần một vết cắn và bạn sẽ biết những gì tôi nói. ??. . Cà phê trứng, sô cô la trứng, trà xoài, quả đào, ca cao quế là tốt nhất.. . Hy vọng anh chàng sẽ tận hưởng chuyến đi này! ????",$$
66,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Có đó vì các đánh giá. Nơi ấm cúng nhưng thức ăn & dịch vụ rất kém.. Bánh có vẻ ngoài đẹp mắt nhưng thiếu hương vị và quá ngọt. Chúng tôi nếm thử bánh pho mát và bánh sô cô la: để lại cho chúng tôi cả một chút buồn nôn sau đó.. Dịch vụ có thể xử lý nhiều hơn 1 khách hàng tại một thời điểm, vì vậy mong đợi thời gian chờ đợi lâu và nhầm lẫn.. Bên cạnh bánh ngọt, chúng tôi cũng đặt mua một số bánh quế đến khoảng 45 phút kể từ khi chúng tôi đặt hàng và sau khi chúng tôi nhắc nhở hai lần nhân viên. Chủ yếu là vì chúng tôi đã thấy các bảng khác nhận được đơn đặt hàng trước chúng tôi mặc dù chúng tôi là người đầu tiên xếp hàng. Cẩn thận sữa cofee đến ngọt quá nhiều.",$$
67,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Yêu nơi này, thực sự dễ thương, thoải mái và chất lượng hàng đầu. có một ly cà phê gừng tuyệt đẹp, và một chút bánh sô cô la tuyệt vời, ước gì tôi đã tìm thấy nó sớm hơn!",$$
68,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Đã ở Delycons hai lần. Họ có một lựa chọn tốt của các loại trà. Món tráng miệng của họ dường như được chuẩn bị bởi những người thực sự biết những gì họ đang làm. Ít đường nhưng thực sự rất ngon. Vị trí hoàn hảo, nhâm nhi cà phê xem người dân địa phương & khách du lịch từ hai góc khác nhau.",$$
69,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Quán cà phê thanh lịch nhẹ nhàng, trang trí dễ thương. Đồ uống khá ngon, nhân viên cũng dễ thương nốt :))",$$
70,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Chúng tôi tìm thấy quán cà phê nhỏ này một cách tình cờ và đã có cà phê ngon nhất ở Việt Nam!. Các nhân viên cũng siêu đẹp. Chúng tôi lấy một vài bánh sừng bò tươi, bơ và ngon. Chúng tôi cũng lấy một miếng bánh trái cây niềm đam mê, một lần nữa ngon. Những đứa trẻ lấy sô cô la nóng được phục vụ với kẹo dẻo nhỏ - những gì một điều trị. . .. Vì vậy, nếu bạn xảy ra ở Đà Lạt, hãy chắc chắn bạn đến thăm nơi này, ngay cả khi không nằm trong khu vực du lịch chính.",$$
71,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Chúng tôi đến đây khá thường xuyên vì nó gần với AirBnb của chúng tôi. Đó là vô cùng thư giãn với các nhân viên rất thân thiện, hữu ích và những chiếc bánh tuyệt vời nhất. Đó là một sự xấu hổ chúng ta phải rời khỏi Lạt ma!",$$
72,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Vượt qua quán cà phê tuyệt vời này, nằm trên một con đường yên tĩnh. Nhân viên thân thiện và trà và cà phê thơm ngon. Rất muốn giới thiệu.",$$
73,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,"Rất trang trí trang nhã, cà phê tuyệt vời (chúng tôi đã thử Cappuccino và Latte mà cả hai đều ngon) và đáng yêu, bầu không khí thoải mái. Rất khuyên!",$$
74,https://www.google.com/maps/search/?api=1&query=Delycious%20by%20cent&query_place_id=ChIJF6-ntS4TcTERswwFx30dGU8,delycious by cent,4.3,Sự xuất hiện quyến rũ của quán cà phê thu hút tôi và tôi đã có một ly cà phê latte tuyệt vời (với một cookie). Các nhân viên rất thân thiện và họ cung cấp cho bạn một trà nóng khi bạn bước vào. Nơi đáng yêu!,$$
75,https://www.google.com/maps/search/?api=1&query=K%20Coffee%20Audiophile&query_place_id=ChIJSfDwwDwTcTERsP036LuRDQc,k coffee audiophile,4.6,"Quán thực sự rất đẹp, thiết kế rất ấn tượng. Đồ uống ngon, nhân viên nhanh nhẹn. Đặc biệt nhất là quán nhạc chơi sống nên thực sự là rất tuyệt.",1-100.000 ₫
76,https://www.google.com/maps/search/?api=1&query=K%20Coffee%20Audiophile&query_place_id=ChIJSfDwwDwTcTERsP036LuRDQc,k coffee audiophile,4.6,"Quán khá đẹp, cgia thành 02 khu vực: 1 khu vực ấm cúng, một khu vực không gian mở hiện đại. Chỗ đậu xe rộng rãi. Tuy nhiên sắp xếp hơi chật và menu không đa dạng, đệm lót ghế và tựa lưng hơi bẩn",1-100.000 ₫
77,https://www.google.com/maps/search/?api=1&query=K%20Coffee%20Audiophile&query_place_id=ChIJSfDwwDwTcTERsP036LuRDQc,k coffee audiophile,4.6,"Đáng để ghe lại với giá cả phải chăng, yên tĩnh ấm cúng và đẹp, một không gian tuyệt vời kho đến với đà lạt",1-100.000 ₫
